Date,State,Confirmed,Recovered,Deceased
2021-05-22,Uttarakhand,310473,241430,5734
2021-05-22,West Bengal,1248668,1102712,14205
2021-05-23,Andaman and Nicobar Islands,6844,6473,103
2021-05-23,Andhra Pradesh,1577935,1358569,10126
2021-05-23,Arunachal Pradesh,24099,21096,98
2021-05-23,Assam,369183,313341,2739
2021-05-23,Bihar,689607,644335,4549
2021-05-23,Chandigarh,58489,52913,702
2021-05-23,Chhattisgarh,949025,870640,12586
2021-05-23,Dadra and Nagar Haveli and Daman and Diu,9891,9301,4
2021-05-23,Delhi,1417161,1366064,23202
2021-05-23,Goa,146460,126800,2383
2021-05-23,Gujarat,788314,703601,9573
2021-05-23,Haryana,738034,687700,7512
2021-05-23,Himachal Pradesh,179043,150278,2752
2021-05-23,Jammu and Kashmir,270624,219620,3564
2021-05-23,Jharkhand,330437,306080,4838
2021-05-23,Karnataka,2424904,1926582,25279
2021-05-23,Kerala,2347967,2062635,7359
2021-05-23,Ladakh,17407,15707,178
2021-05-23,Lakshadweep,6611,4512,24
2021-05-23,Madhya Pradesh,764373,699014,7559
2021-05-23,Maharashtra,5579904,5140272,88621
2021-05-23,Manipur,44089,36867,688
2021-05-23,Meghalaya,29694,21542,457
2021-05-23,Mizoram,10246,7839,33
2021-05-23,Nagaland,20070,14500,285
2021-05-23,Odisha,692558,589610,2537
2021-05-23,Puducherry,96062,77850,1359
2021-05-23,Punjab,539005,468208,13281
2021-05-23,Rajasthan,915714,795825,7664
2021-05-23,Sikkim,13133,9381,224
2021-05-23,Tamil Nadu,1841922,1527305,20468
2021-05-23,Telangana,553288,509672,3125
2021-05-23,Tripura,46099,37565,460
2021-05-23,Uttar Pradesh,1669914,1565802,19209
2021-05-23,Uttarakhand,313523,247603,5805
2021-05-23,West Bengal,1267090,1122141,14361
2021-05-24,Andaman and Nicobar Islands,6853,6495,104
2021-05-24,Andhra Pradesh,1590929,1376942,10222
2021-05-24,Arunachal Pradesh,24579,21344,102
2021-05-24,Assam,375404,318593,2823
2021-05-24,Bihar,692451,649835,4642
2021-05-24,Chandigarh,58734,53597,709
2021-05-24,Chhattisgarh,953234,879625,12646
2021-05-24,Dadra and Nagar Haveli and Daman and Diu,9907,9347,4
2021-05-24,Delhi,1418711,1370439,23409
2021-05-24,Goa,147861,129162,2421
2021-05-24,Gujarat,791501,712906,9618
2021-05-24,Haryana,741791,696059,7607
2021-05-24,Himachal Pradesh,180992,153964,2813
2021-05-24,Jammu and Kashmir,272861,223619,3609
2021-05-24,Jharkhand,331831,309371,4871
2021-05-24,Karnataka,2450215,1983915,25808
2021-05-24,Kerala,2365788,2098674,7555
2021-05-24,Ladakh,17532,15891,178
2021-05-24,Lakshadweep,6847,4636,24
2021-05-24,Madhya Pradesh,767309,706003,7619
2021-05-24,Maharashtra,5602026,5182592,89213
2021-05-24,Manipur,44627,37478,705
2021-05-24,Meghalaya,30505,22221,483
2021-05-24,Mizoram,10358,8019,33
2021-05-24,Nagaland,20261,14637,297
2021-05-24,Odisha,703617,601224,2569
2021-05-24,Puducherry,96984,79765,1382
2021-05-24,Punjab,543486,475011,13468
2021-05-24,Rajasthan,920128,812479,7767
2021-05-24,Sikkim,13234,9605,232
2021-05-24,Tamil Nadu,1876789,1554331,20872
2021-05-24,Telangana,556331,513977,3146
2021-05-24,Tripura,46525,38039,462
2021-05-24,Uttar Pradesh,1673808,1577720,19362
2021-05-24,Uttarakhand,315594,254654,5927
2021-05-24,West Bengal,1284973,1141811,14514
2021-05-25,Andaman and Nicobar Islands,6878,6544,106
2021-05-25,Andhra Pradesh,1606213,1397859,10328
2021-05-25,Arunachal Pradesh,25008,21575,104
2021-05-25,Assam,381171,323376,2915
2021-05-25,Bihar,695757,655850,4746
2021-05-25,Chandigarh,58992,54215,714
2021-05-25,Chhattisgarh,956740,887518,12723
2021-05-25,Dadra and Nagar Haveli and Daman and Diu,9941,9398,4
2021-05-25,Delhi,1420279,1374690,23565
2021-05-25,Goa,149410,131244,2460
2021-05-25,Gujarat,794756,722582,9662
2021-05-25,Haryana,744608,702779,7735
2021-05-25,Himachal Pradesh,182991,157031,2873
2021-05-25,Jammu and Kashmir,275825,227242,3662
2021-05-25,Jharkhand,333078,312526,4891
2021-05-25,Karnataka,2472973,2022139,26396
2021-05-25,Kerala,2395591,2132071,7732
2021-05-25,Ladakh,17810,16070,179
2021-05-25,Lakshadweep,7111,4740,26
2021-05-25,Madhya Pradesh,769731,713376,7687
2021-05-25,Maharashtra,5626162,5218768,90350
2021-05-25,Manipur,45451,37946,720
2021-05-25,Meghalaya,31462,22976,502
2021-05-25,Mizoram,10647,8160,34
2021-05-25,Nagaland,20537,14798,315
2021-05-25,Odisha,714556,612993,2602
2021-05-25,Puducherry,98221,81336,1408
2021-05-25,Punjab,548242,481462,13642
2021-05-25,Rajasthan,923532,828114,7872
2021-05-25,Sikkim,13512,9692,237
2021-05-25,Tamil Nadu,1911074,1583076,21340
2021-05-25,Telangana,560152,518275,3169
2021-05-25,Tripura,47298,38466,467
2021-05-25,Uttar Pradesh,1677531,1588161,19519
2021-05-25,Uttarakhand,318350,261328,6020
2021-05-25,West Bengal,1301978,1160868,14671
2021-05-26,Andaman and Nicobar Islands,6901,6573,108
2021-05-26,Andhra Pradesh,1624498,1421964,10427
2021-05-26,Arunachal Pradesh,25382,21765,107
2021-05-26,Assam,386870,329642,3005
2021-05-26,Bihar,698360,662491,4845
2021-05-26,Chandigarh,59216,54921,722
2021-05-26,Chhattisgarh,959569,893285,12779
2021-05-26,Dadra and Nagar Haveli and Daman and Diu,9955,9451,4
2021-05-26,Delhi,1421770,1378642,23695
2021-05-26,Goa,150897,132607,2499
2021-05-26,Gujarat,797841,732589,9698
2021-05-26,Haryana,747746,708255,7841
2021-05-26,Himachal Pradesh,184356,159227,2917
2021-05-26,Jammu and Kashmir,278862,231265,3702
2021-05-26,Jharkhand,334055,314929,4910
2021-05-26,Karnataka,2499784,2062877,26926
2021-05-26,Kerala,2424389,2167596,7883
2021-05-26,Ladakh,18045,16200,181
2021-05-26,Lakshadweep,7229,4930,26
2021-05-26,Madhya Pradesh,771913,720855,7759
2021-05-26,Maharashtra,5650914,5241833,91342
2021-05-26,Manipur,46298,38325,730
2021-05-26,Meghalaya,32308,23728,512
2021-05-26,Mizoram,10963,8292,34
2021-05-26,Nagaland,20797,14929,327
2021-05-26,Odisha,726179,623628,2637
2021-05-26,Puducherry,99542,83263,1435
2021-05-26,Punjab,552246,487859,13827
2021-05-26,Rajasthan,927418,841306,7979
2021-05-26,Sikkim,13807,9934,239
2021-05-26,Tamil Nadu,1944838,1612793,21815
2021-05-26,Telangana,563914,522091,3189
2021-05-26,Tripura,47965,39431,470
2021-05-26,Uttar Pradesh,1680707,1598701,19712
2021-05-26,Uttarakhand,321341,266182,6113
2021-05-26,West Bengal,1318203,1179939,14824
2021-05-27,Andaman and Nicobar Islands,6917,6591,109
2021-05-27,Andhra Pradesh,1640665,1443349,10531
2021-05-27,Arunachal Pradesh,25826,22019,109
2021-05-27,Assam,392574,334426,3088
2021-05-27,Bihar,700928,667506,4943
2021-05-27,Chandigarh,59416,55558,729
2021-05-27,Chhattisgarh,962393,900100,12848
2021-05-27,Dadra and Nagar Haveli and Daman and Diu,9966,9478,4
2021-05-27,Delhi,1422842,1382367,23812
2021-05-27,Goa,152401,134164,2538
2021-05-27,Gujarat,800710,741891,9731
2021-05-27,Haryana,750068,713934,7939
2021-05-27,Himachal Pradesh,185828,162636,2976
2021-05-27,Jammu and Kashmir,281631,235617,3739
2021-05-27,Jharkhand,334750,316707,4926
2021-05-27,Karnataka,2523998,2094336,27402
2021-05-27,Kerala,2448555,2198135,8064
2021-05-27,Ladakh,18186,16345,185
2021-05-27,Lakshadweep,7364,5110,28
2021-05-27,Madhya Pradesh,773890,727700,7829
2021-05-27,Maharashtra,5672187,5276203,92226
2021-05-27,Manipur,47111,38901,748
2021-05-27,Meghalaya,33117,24325,524
2021-05-27,Mizoram,11169,8487,34
2021-05-27,Nagaland,21025,15124,338
2021-05-27,Odisha,732915,635179,2671
2021-05-27,Puducherry,100679,84749,1455
2021-05-27,Punjab,556100,493854,14004
2021-05-27,Rajasthan,930872,851702,8064
2021-05-27,Sikkim,14215,10158,240
2021-05-27,Tamil Nadu,1978199,1642856,22289
2021-05-27,Telangana,567528,526052,3207
2021-05-27,Tripura,48507,40497,476
2021-05-27,Uttar Pradesh,1683885,1605696,19899
2021-05-27,Uttarakhand,323487,272488,6201
2021-05-27,West Bengal,1331249,1199060,14972
2021-05-28,Andaman and Nicobar Islands,6936,6630,113
2021-05-28,Andhra Pradesh,1655094,1464095,10634
2021-05-28,Arunachal Pradesh,26323,22352,111
2021-05-28,Assam,398010,340186,3168
2021-05-28,Bihar,702713,672868,5004
2021-05-28,Chandigarh,59577,56084,735
2021-05-28,Chhattisgarh,965233,905361,12915
2021-05-28,Dadra and Nagar Haveli and Daman and Diu,10201,9817,4
2021-05-28,Delhi,1423983,1385166,23951
2021-05-28,Goa,153456,135560,2570
2021-05-28,Gujarat,803231,749856,9758
2021-05-28,Haryana,752075,718959,8035
2021-05-28,Himachal Pradesh,187351,165786,3040
2021-05-28,Jammu and Kashmir,284434,239254,3795
2021-05-28,Jharkhand,335437,318689,4946
2021-05-28,Karnataka,2546821,2146588,27803
2021-05-28,Kerala,2470873,2224405,8258
2021-05-28,Ladakh,18310,16517,187
2021-05-28,Lakshadweep,7542,5378,29
2021-05-28,Madhya Pradesh,775744,733496,7892
2021-05-28,Maharashtra,5692927,5307874,93199
2021-05-28,Manipur,47843,39480,761
2021-05-28,Meghalaya,33848,25266,544
2021-05-28,Mizoram,11408,8643,35
2021-05-28,Nagaland,21217,15258,343
2021-05-28,Odisha,740131,647133,2704
2021-05-28,Puducherry,101902,86528,1476
2021-05-28,Punjab,559806,500651,14180
2021-05-28,Rajasthan,933520,862879,8142
2021-05-28,Sikkim,14635,10385,243
2021-05-28,Tamil Nadu,2009278,1674111,22775
2021-05-28,Telangana,571055,530034,3226
2021-05-28,Tripura,49290,41530,482
2021-05-28,Uttar Pradesh,1686161,1613841,20053
2021-05-28,Uttarakhand,325429,279516,6261
2021-05-28,West Bengal,1343442,1218456,15117
2021-05-29,Andaman and Nicobar Islands,6964,6660,113
2021-05-29,Andhra Pradesh,1668850,1484487,10738
2021-05-29,Arunachal Pradesh,26784,22746,114
2021-05-29,Assam,403623,344091,3245
2021-05-29,Bihar,704204,678036,5052
2021-05-29,Chandigarh,59740,56534,740
2021-05-29,Chhattisgarh,967670,911752,12979
2021-05-29,Dadra and Nagar Haveli and Daman and Diu,10208,9849,4
2021-05-29,Delhi,1424939,1387546,24073
2021-05-29,Goa,154419,136766,2597
2021-05-29,Gujarat,805461,756965,9787
2021-05-29,Haryana,753943,722711,8132
2021-05-29,Himachal Pradesh,188613,168524,3070
2021-05-29,Jammu and Kashmir,286687,243588,3841
2021-05-29,Jharkhand,336260,320336,4959
2021-05-29,Karnataka,2567449,2189031,28295
2021-05-29,Kerala,2494386,2252505,8456
2021-05-29,Ladakh,18448,16658,187
2021-05-29,Lakshadweep,7631,5596,31
2021-05-29,Madhya Pradesh,777384,738491,7960
2021-05-29,Maharashtra,5713222,5339838,94031
2021-05-29,Manipur,48850,40044,776
2021-05-29,Meghalaya,34461,26156,551
2021-05-29,Mizoram,11685,8863,35
2021-05-29,Nagaland,21373,15414,350
2021-05-29,Odisha,747319,658646,2739
2021-05-29,Puducherry,102898,88246,1497
2021-05-29,Punjab,562842,506349,14305
2021-05-29,Rajasthan,935834,870987,8212
2021-05-29,Sikkim,14908,10616,247
2021-05-29,Tamil Nadu,2039294,1705870,23261
2021-05-29,Telangana,574037,533871,3247
2021-05-29,Tripura,49885,42408,495
2021-05-29,Uttar Pradesh,1688175,1621743,20208
2021-05-29,Uttarakhand,327116,283962,6360
2021-05-29,West Bengal,1354956,1237230,15265
2021-05-30,Andaman and Nicobar Islands,6984,6683,114
2021-05-30,Andhra Pradesh,1682250,1505620,10832
2021-05-30,Arunachal Pradesh,26956,23052,115
2021-05-30,Assam,406868,349781,3300
2021-05-30,Bihar,705679,682166,5104
2021-05-30,Chandigarh,59922,57043,745
2021-05-30,Chhattisgarh,969325,917023,13016
2021-05-30,Dadra and Nagar Haveli and Daman and Diu,10222,9878,4
2021-05-30,Delhi,1425885,1389349,24151
2021-05-30,Goa,155064,138429,2625
2021-05-30,Gujarat,807332,762111,9812
2021-05-30,Haryana,755395,726081,8221
2021-05-30,Himachal Pradesh,189474,171393,3111
2021-05-30,Jammu and Kashmir,288943,247393,3870
2021-05-30,Jharkhand,336963,322060,4978
2021-05-30,Karnataka,2587827,2217084,28676
2021-05-30,Kerala,2514280,2281518,8642
2021-05-30,Ladakh,18497,16754,188
2021-05-30,Lakshadweep,7928,5733,32
2021-05-30,Madhya Pradesh,778860,743550,8020
2021-05-30,Maharashtra,5731822,5362370,94845
2021-05-30,Manipur,49882,40607,793
2021-05-30,Meghalaya,35203,27130,564
2021-05-30,Mizoram,12014,8961,36
2021-05-30,Nagaland,21565,15523,363
2021-05-30,Odisha,756860,670527,2772
2021-05-30,Puducherry,103828,90141,1518
2021-05-30,Punjab,565426,511720,14432
2021-05-30,Rajasthan,938132,880623,8278
2021-05-30,Sikkim,15172,10746,250
2021-05-30,Tamil Nadu,2068158,1738852,23754
2021-05-30,Telangana,575838,537531,3263
2021-05-30,Tripura,50739,43130,504
2021-05-30,Uttar Pradesh,1690039,1628456,20346
2021-05-30,Uttarakhand,328342,285889,6401
2021-05-30,West Bengal,1366240,1255872,15407
2021-05-31,Andaman and Nicobar Islands,7005,6719,115
2021-05-31,Andhra Pradesh,1690193,1525465,10930
2021-05-31,Arunachal Pradesh,27278,23402,115
2021-05-31,Assam,411216,354818,3365
2021-05-31,Bihar,706792,685362,5163
2021-05-31,Chandigarh,60046,57526,753
2021-05-31,Chhattisgarh,971488,922674,13048
2021-05-31,Dadra and Nagar Haveli and Daman and Diu,10285,9946,4
2021-05-31,Delhi,1426533,1390971,24237
2021-05-31,Goa,155666,140254,2649
2021-05-31,Gujarat,809013,766832,9830
2021-05-31,Haryana,756641,729752,8303
2021-05-31,Himachal Pradesh,190339,173560,3127
2021-05-31,Jammu and Kashmir,290468,251463,3907
2021-05-31,Jharkhand,337794,323876,4991
2021-05-31,Karnataka,2604431,2261557,29087
2021-05-31,Kerala,2526580,2310043,8816
2021-05-31,Ladakh,18662,16859,189
2021-05-31,Lakshadweep,8077,6216,33
2021-05-31,Madhya Pradesh,780065,748573,8068
2021-05-31,Maharashtra,5746899,5395370,95345
2021-05-31,Manipur,50751,41153,807
2021-05-31,Meghalaya,35611,28107,578
2021-05-31,Mizoram,12113,9214,40
2021-05-31,Nagaland,21682,15738,363
2021-05-31,Odisha,765173,680932,2807
2021-05-31,Puducherry,104455,91770,1536
2021-05-31,Punjab,567618,516624,14550
2021-05-31,Rajasthan,939630,888623,8346
2021-05-31,Sikkim,15318,10829,253
2021-05-31,Tamil Nadu,2096094,1770075,24232
2021-05-31,Telangana,578362,540995,3281
2021-05-31,Tripura,51133,44003,510
2021-05-31,Uttar Pradesh,1691511,1633947,20497
2021-05-31,Uttarakhand,329498,288928,6452
2021-05-31,West Bengal,1376377,1273728,15538
2021-06-01,Andaman and Nicobar Islands,7018,6745,118
2021-06-01,Andhra Pradesh,1701496,1543722,11034
2021-06-01,Arunachal Pradesh,27648,23754,116
2021-06-01,Assam,415898,359810,3416
2021-06-01,Bihar,707966,688462,5222
2021-06-01,Chandigarh,60154,57915,758
2021-06-01,Chhattisgarh,973374,927145,13077
2021-06-01,Dadra and Nagar Haveli and Daman and Diu,10316,9992,4
2021-06-01,Delhi,1427156,1392394,24299
2021-06-01,Goa,156569,142031,2671
2021-06-01,Gujarat,810574,771701,9852
2021-06-01,Haryana,757874,733205,8383
2021-06-01,Himachal Pradesh,191260,175657,3165
2021-06-01,Jammu and Kashmir,292363,255145,3939
2021-06-01,Jharkhand,338403,325325,5000
2021-06-01,Karnataka,2618735,2290828,29551
2021-06-01,Kerala,2546340,2334160,9010
2021-06-01,Ladakh,18750,16979,190
2021-06-01,Lakshadweep,8166,6538,33
2021-06-01,Madhya Pradesh,781143,752693,8113
2021-06-01,Maharashtra,5761022,5431319,96199
2021-06-01,Manipur,51549,41782,825
2021-06-01,Meghalaya,36078,28867,592
2021-06-01,Mizoram,12425,9347,42
2021-06-01,Nagaland,21856,16111,372
2021-06-01,Odisha,773908,692027,2844
2021-06-01,Puducherry,105434,93173,1550
2021-06-01,Punjab,569767,521663,14649
2021-06-01,Rajasthan,940632,894737,8411
2021-06-01,Sikkim,15627,11163,257
2021-06-01,Tamil Nadu,2122607,1801748,24722
2021-06-01,Telangana,580855,544303,3296
2021-06-01,Tripura,51974,44848,516
2021-06-01,Uttar Pradesh,1692732,1639572,20672
2021-06-01,Uttarakhand,330479,290990,6497
2021-06-01,West Bengal,1385801,1291450,15675
2021-06-02,Andaman and Nicobar Islands,7043,6781,119
2021-06-02,Andhra Pradesh,1714264,1559334,11132
2021-06-02,Arunachal Pradesh,28024,24083,118
2021-06-02,Assam,420076,364199,3477
2021-06-02,Bihar,709124,691234,5268
2021-06-02,Chandigarh,60288,58276,761
2021-06-02,Chhattisgarh,975166,930389,13117
2021-06-02,Dadra and Nagar Haveli and Daman and Diu,10333,10054,4
2021-06-02,Delhi,1427732,1393681,24402
2021-06-02,Goa,157275,143742,2693
2021-06-02,Gujarat,811907,775799,9870
2021-06-02,Haryana,759045,735910,8461
2021-06-02,Himachal Pradesh,192151,176949,3194
2021-06-02,Jammu and Kashmir,294081,258536,3963
2021-06-02,Jharkhand,338935,326597,5011
2021-06-02,Karnataka,2635122,2312027,30014
2021-06-02,Kerala,2566001,2363868,9223
2021-06-02,Ladakh,18841,17119,191
2021-06-02,Lakshadweep,8335,6804,35
2021-06-02,Madhya Pradesh,782134,756806,8158
2021-06-02,Maharashtra,5776191,5460589,96752
2021-06-02,Manipur,52278,42404,839
2021-06-02,Meghalaya,36610,29578,616
2021-06-02,Mizoram,12660,9494,44
2021-06-02,Nagaland,22074,16205,399
2021-06-02,Odisha,782307,702621,2884
2021-06-02,Puducherry,106301,94566,1567
2021-06-02,Punjab,571981,526089,14748
2021-06-02,Rajasthan,941908,900775,8476
2021-06-02,Sikkim,15877,11299,260
2021-06-02,Tamil Nadu,2147924,1834011,25205
2021-06-02,Telangana,583239,546545,3313
2021-06-02,Tripura,52545,45712,522
2021-06-02,Uttar Pradesh,1694015,1644511,20787
2021-06-02,Uttarakhand,331482,293768,6535
2021-06-02,West Bengal,1394724,1308836,15810
2021-06-03,Andaman and Nicobar Islands,7070,6820,119
2021-06-03,Andhra Pradesh,1725685,1575557,11213
2021-06-03,Arunachal Pradesh,28388,24420,119
2021-06-03,Assam,424385,368989,3523
2021-06-03,Bihar,710230,693472,5296
2021-06-03,Chandigarh,60399,58502,762
2021-06-03,Chhattisgarh,976785,934243,13139
2021-06-03,Dadra and Nagar Haveli and Daman and Diu,10360,10088,4
2021-06-03,Delhi,1428219,1394739,24447
2021-06-03,Goa,157847,145437,2710
2021-06-03,Gujarat,813114,778817,9887
2021-06-03,Haryana,760025,738799,8532
2021-06-03,Himachal Pradesh,193146,178840,3217
2021-06-03,Jammu and Kashmir,295882,261230,3992
2021-06-03,Jharkhand,339950,327372,5021
2021-06-03,Karnataka,2653446,2336063,30528
2021-06-03,Kerala,2584854,2390437,9376
2021-06-03,Ladakh,18954,17256,193
2021-06-03,Lakshadweep,8479,7060,35
2021-06-03,Madhya Pradesh,782980,760552,8208
2021-06-03,Maharashtra,5791420,5486206,97395
2021-06-03,Manipur,52899,43187,849
2021-06-03,Meghalaya,37162,30172,625
2021-06-03,Mizoram,12885,9602,46
2021-06-03,Nagaland,22242,16489,404
2021-06-03,Odisha,791146,713055,2926
2021-06-03,Puducherry,107116,95516,1583
2021-06-03,Punjab,574125,530601,14840
2021-06-03,Rajasthan,943166,907231,8520
2021-06-03,Sikkim,16166,11504,263
2021-06-03,Tamil Nadu,2172329,1866232,25665
2021-06-03,Telangana,585500,549588,3331
2021-06-03,Tripura,53222,46170,531
2021-06-03,Uttar Pradesh,1695235,1648771,20895
2021-06-03,Uttarakhand,332071,297122,6573
2021-06-03,West Bengal,1403535,1325774,15918
2021-06-04,Andaman and Nicobar Islands,7088,6852,121
2021-06-04,Andhra Pradesh,1736098,1591026,11296
2021-06-04,Arunachal Pradesh,28792,24835,122
2021-06-04,Assam,428933,373252,3577
2021-06-04,Bihar,711221,695562,5319
2021-06-04,Chandigarh,60487,58717,765
2021-06-04,Chhattisgarh,978245,938081,13162
2021-06-04,Dadra and Nagar Haveli and Daman and Diu,10407,10135,4
2021-06-04,Delhi,1428742,1395900,24497
2021-06-04,Goa,158423,146597,2727
2021-06-04,Gujarat,814234,782215,9903
2021-06-04,Haryana,760920,741255,8605
2021-06-04,Himachal Pradesh,193933,180870,3244
2021-06-04,Jammu and Kashmir,297605,263961,4026
2021-06-04,Jharkhand,340428,328542,5034
2021-06-04,Karnataka,2669514,2358379,30892
2021-06-04,Kerala,2601083,2416297,9511
2021-06-04,Ladakh,19076,17528,194
2021-06-04,Lakshadweep,8568,7294,36
2021-06-04,Madhya Pradesh,783778,762597,8258
2021-06-04,Maharashtra,5805572,5507058,98772
2021-06-04,Manipur,53690,43779,863
2021-06-04,Meghalaya,37746,30980,643
2021-06-04,Mizoram,13090,9816,48
2021-06-04,Nagaland,22389,16637,416
2021-06-04,Odisha,798875,724402,2965
2021-06-04,Puducherry,107828,96731,1601
2021-06-04,Punjab,576130,534915,14927
2021-06-04,Rajasthan,944172,911601,8560
2021-06-04,Sikkim,16519,11766,266
2021-06-04,Tamil Nadu,2194980,1899878,26128
2021-06-04,Telangana,587675,553409,3346
2021-06-04,Tripura,53872,46933,536
2021-06-04,Uttar Pradesh,1696347,1652417,21031
2021-06-04,Uttarakhand,332963,301128,6631
2021-06-04,West Bengal,1411448,1342331,16031
2021-06-05,Andaman and Nicobar Islands,7105,6876,122
2021-06-05,Andhra Pradesh,1746471,1606984,11376
2021-06-05,Arunachal Pradesh,29119,25237,123
2021-06-05,Assam,432714,376351,3621
2021-06-05,Bihar,712228,697229,5340
2021-06-05,Chandigarh,60585,58892,768
2021-06-05,Chhattisgarh,979601,941489,13192
2021-06-05,Dadra and Nagar Haveli and Daman and Diu,10421,10176,4
2021-06-05,Delhi,1429156,1397583,24557
2021-06-05,Goa,158990,148030,2744
2021-06-05,Gujarat,815230,785219,9918
2021-06-05,Haryana,761643,742999,8664
2021-06-05,Himachal Pradesh,194751,181972,3263
2021-06-05,Jammu and Kashmir,299053,266576,4051
2021-06-05,Jharkhand,340945,329640,5046
2021-06-05,Karnataka,2683314,2383725,31257
2021-06-05,Kerala,2618411,2440300,9720
2021-06-05,Ladakh,19147,17782,195
2021-06-05,Lakshadweep,8667,7437,38
2021-06-05,Madhya Pradesh,784496,764822,8296
2021-06-05,Maharashtra,5819231,5528834,99513
2021-06-05,Manipur,54407,44519,872
2021-06-05,Meghalaya,38243,31781,652
2021-06-05,Mizoram,13326,10151,52
2021-06-05,Nagaland,22698,16814,422
2021-06-05,Odisha,806270,732018,3005
2021-06-05,Puducherry,108441,98043,1613
2021-06-05,Punjab,578008,538534,15009
2021-06-05,Rajasthan,945114,914965,8592
2021-06-05,Sikkim,16772,12049,268
2021-06-05,Tamil Nadu,2216390,1932350,26571
2021-06-05,Telangana,589745,557171,3364
2021-06-05,Tripura,54580,47603,547
2021-06-05,Uttar Pradesh,1697375,1656763,21151
2021-06-05,Uttarakhand,333582,303659,6664
2021-06-05,West Bengal,1419130,1358477,16149
2021-06-06,Andaman and Nicobar Islands,7119,6894,122
2021-06-06,Andhra Pradesh,1755447,1620552,11466
2021-06-06,Arunachal Pradesh,29342,25618,125
2021-06-06,Assam,434942,380427,3658
2021-06-06,Bihar,713148,699028,5381
2021-06-06,Chandigarh,60659,59054,772
2021-06-06,Chhattisgarh,980600,944078,13217
2021-06-06,Dadra and Nagar Haveli and Daman and Diu,10427,10201,4
2021-06-06,Delhi,1429537,1398772,24591
2021-06-06,Goa,159393,149479,2760
2021-06-06,Gujarat,816078,788134,9930
2021-06-06,Haryana,762297,744482,8712
2021-06-06,Himachal Pradesh,195108,183434,3281
2021-06-06,Jammu and Kashmir,300493,269675,4074
2021-06-06,Jharkhand,341238,330478,5054
2021-06-06,Karnataka,2695523,2409384,31577
2021-06-06,Kerala,2633083,2461729,9947
2021-06-06,Ladakh,19197,17913,195
2021-06-06,Lakshadweep,8737,7662,38
2021-06-06,Madhya Pradesh,785231,766756,8338
2021-06-06,Maharashtra,5831788,5543267,100131
2021-06-06,Manipur,55230,45165,881
2021-06-06,Meghalaya,38731,32471,664
2021-06-06,Mizoram,13593,10345,53
2021-06-06,Nagaland,22775,16974,426
2021-06-06,Odisha,813272,739376,3047
2021-06-06,Puducherry,109081,99181,1628
2021-06-06,Punjab,579571,542324,15076
2021-06-06,Rajasthan,946018,918819,8617
2021-06-06,Sikkim,17112,12296,273
2021-06-06,Tamil Nadu,2236811,1965511,27005
2021-06-06,Telangana,591181,560785,3378
2021-06-06,Tripura,55234,48135,555
2021-06-06,Uttar Pradesh,1698412,1659209,21252
2021-06-06,Uttarakhand,334028,305239,6699
2021-06-06,West Bengal,1426132,1374359,16256
2021-06-07,Andaman and Nicobar Islands,7131,6912,123
2021-06-07,Andhra Pradesh,1760319,1634254,11552
2021-06-07,Arunachal Pradesh,29702,26131,125
2021-06-07,Assam,438746,385040,3695
2021-06-07,Bihar,713910,700224,5424
2021-06-07,Chandigarh,60707,59193,774
2021-06-07,Chhattisgarh,981885,947527,13243
2021-06-07,Dadra and Nagar Haveli and Daman and Diu,10428,10212,4
2021-06-07,Delhi,1429768,1399648,24627
2021-06-07,Goa,159811,150574,2840
2021-06-07,Gujarat,816856,790747,9941
2021-06-07,Haryana,762937,746156,8751
2021-06-07,Himachal Pradesh,195764,184878,3299
2021-06-07,Jammu and Kashmir,301470,273853,4090
2021-06-07,Jharkhand,341596,331204,5060
2021-06-07,Karnataka,2707481,2436683,31917
2021-06-07,Kerala,2642396,2483992,10158
2021-06-07,Ladakh,19258,18052,195
2021-06-07,Lakshadweep,8775,7857,41
2021-06-07,Madhya Pradesh,785802,768538,8370
2021-06-07,Maharashtra,5842007,5564348,100471
2021-06-07,Manipur,55828,45948,896
2021-06-07,Meghalaya,39169,33160,669
2021-06-07,Mizoram,13705,10553,55
2021-06-07,Nagaland,22920,17143,429
2021-06-07,Odisha,819390,747805,3088
2021-06-07,Puducherry,109563,100377,1638
2021-06-07,Punjab,580840,545674,15160
2021-06-07,Rajasthan,946647,922248,8648
2021-06-07,Sikkim,17171,12680,273
2021-06-07,Tamil Nadu,2256259,1996871,27356
2021-06-07,Telangana,593114,564312,3394
2021-06-07,Tripura,55469,48924,561
2021-06-07,Uttar Pradesh,1699106,1662069,21333
2021-06-07,Uttarakhand,334423,307574,6731
2021-06-07,West Bengal,1432019,1388711,16359
2021-06-08,Andaman and Nicobar Islands,7154,6935,125
2021-06-08,Andhra Pradesh,1768115,1648895,11629
2021-06-08,Arunachal Pradesh,30006,26569,126
2021-06-08,Assam,442694,388459,3738
2021-06-08,Bihar,714621,701234,5458
2021-06-08,Chandigarh,60778,59314,779
2021-06-08,Chhattisgarh,982987,950234,13257
2021-06-08,Dadra and Nagar Haveli and Daman and Diu,10436,10246,4
2021-06-08,Delhi,1430084,1400169,24668
2021-06-08,Goa,160284,151526,2859
2021-06-08,Gujarat,817551,792869,9952
2021-06-08,Haryana,763572,747246,8789
2021-06-08,Himachal Pradesh,196360,186033,3312
2021-06-08,Jammu and Kashmir,302654,276733,4101
